Species,col_2b,col_WMS,Group,Color
Pauljensenia_georgiae,1.82E-05,4.14E-05,s13_1,shared
Pauljensenia_hongkongensis,3.15E-05,0,s13_1,(2b)2bRAD-M only
Pauljensenia_marseillensis,1.91E-05,0,s13_1,(2b)2bRAD-M only
Pauljensenia_odontolytica,0.000217429,0.000196034,s13_1,shared
Pauljensenia_odontolytica_A,2.75E-05,0,s13_1,(2b)2bRAD-M only
Pauljensenia_odontolytica_B,3.99E-05,8.32E-05,s13_1,shared
Pauljensenia_odontolytica_C,1.27E-05,0,s13_1,(2b)2bRAD-M only
Pauljensenia_pyogenes_A,3.70E-05,0,s13_1,(2b)2bRAD-M only
Pauljensenia_sp000185285,1.52E-05,2.27E-05,s13_1,shared
Pauljensenia_sp000278725,0.000171955,0.000161802,s13_1,shared
Pauljensenia_sp000308055,1.71E-05,0,s13_1,(2b)2bRAD-M only
Pauljensenia_sp000411415,1.06E-05,0,s13_1,(2b)2bRAD-M only
Pauljensenia_sp000466265,4.55E-05,7.55E-05,s13_1,shared
Pauljensenia_sp000758755,1.37E-05,0,s13_1,(2b)2bRAD-M only
Pauljensenia_sp001064145,2.16E-05,0,s13_1,(2b)2bRAD-M only
Pauljensenia_sp001072465,3.87E-05,0,s13_1,(2b)2bRAD-M only
Pauljensenia_sp001838165,3.42E-05,0,s13_1,(2b)2bRAD-M only
Pauljensenia_sp900541895,8.53E-06,0,s13_1,(2b)2bRAD-M only
Pauljensenia_sp900554605,3.95E-05,0,s13_1,(2b)2bRAD-M only
Pauljensenia_sp900556405,1.28E-05,0,s13_1,(2b)2bRAD-M only
Pauljensenia_sp902373435,1.27E-05,0,s13_1,(2b)2bRAD-M only
Pauljensenia_sp902373545,2.87E-05,3.76E-05,s13_1,shared
Peptidiphaga_gingivicola,9.14E-05,0.000104424,s13_1,shared
Peptidiphaga_sp000466165,0.000130616,0.000138129,s13_1,shared
Peptoanaerobacter_margaretiae,9.41E-05,0,s13_1,(2b)2bRAD-M only
Peptoanaerobacter_stomatis,0.000194612,0.000556012,s13_1,shared
Peptoanaerobacter_yurii,6.95E-05,0,s13_1,(2b)2bRAD-M only
Peptostreptococcus_stomatis,0.000468025,0.000334495,s13_1,shared
Phocaeicola_abscessus,4.70E-05,5.68E-05,s13_1,shared
Porphyromonas_catoniae,0.000364734,0.000227806,s13_1,shared
Porphyromonas_endodontalis,0.007052544,0.005970037,s13_1,shared
Porphyromonas_gingivalis,0.014365365,0.012562365,s13_1,shared
Porphyromonas_gulae,2.33E-05,0,s13_1,(2b)2bRAD-M only
Porphyromonas_pasteri,0.010206429,0.007461224,s13_1,shared
Porphyromonas_sp000467855,0.000347525,0.000275843,s13_1,shared
Porphyromonas_sp000769075,4.35E-06,0,s13_1,(2b)2bRAD-M only
Porphyromonas_sp003640335,0.003093708,0.002575453,s13_1,shared
Prevotella_amnii,4.80E-06,0,s13_1,(2b)2bRAD-M only
Prevotella_aurantiaca,7.18E-05,8.25E-05,s13_1,shared
Prevotella_baroniae,0.000479877,0.000502683,s13_1,shared
Prevotella_bivia,0.000214351,0.000101085,s13_1,shared
Prevotella_buccae,7.09E-05,7.42E-05,s13_1,shared
Prevotella_conceptionensis,0.000199479,0.000208004,s13_1,shared
Prevotella_denticola,0.000196962,0.000138092,s13_1,shared
Prevotella_disiens,8.24E-05,0,s13_1,(2b)2bRAD-M only
Prevotella_enoeca,4.63E-05,5.12E-05,s13_1,shared
Prevotella_falsenii,3.62E-05,0,s13_1,(2b)2bRAD-M only
Prevotella_fusca,0.000258188,0.000164538,s13_1,shared
Prevotella_histicola,8.96E-05,7.98E-05,s13_1,shared
Prevotella_intermedia,0.015499623,0.014991156,s13_1,shared
Prevotella_jejuni,0.000132735,0.000166036,s13_1,shared
Prevotella_koreensis,0.000970861,0.000848126,s13_1,shared
Prevotella_loescheii,0.000392795,0.000350278,s13_1,shared
Prevotella_maculosa,3.53E-05,4.59E-05,s13_1,shared
Prevotella_marshii,3.58E-05,3.97E-05,s13_1,shared
Prevotella_melaninogenica,0.000719082,0.000672998,s13_1,shared
Prevotella_melaninogenica_A,0.000371815,0.00028777,s13_1,shared
Prevotella_micans,0.000112556,8.95E-05,s13_1,shared
Prevotella_multiformis,6.08E-05,5.27E-05,s13_1,shared
Prevotella_nanceiensis,0.000155594,0.00015251,s13_1,shared
Prevotella_nigrescens,0.00210719,0.001862495,s13_1,shared
Prevotella_oralis,7.42E-05,8.43E-05,s13_1,shared
Prevotella_oris,0.001109129,0.001036639,s13_1,shared
Prevotella_oulorum,3.38E-05,3.10E-05,s13_1,shared
Prevotella_pallens,0.000183421,0.000194038,s13_1,shared
Prevotella_pleuritidis,0.000923186,0.000870604,s13_1,shared
Prevotella_saccharolytica,4.64E-05,0,s13_1,(2b)2bRAD-M only
Prevotella_salivae,5.87E-05,0.000107186,s13_1,shared
Prevotella_scopos,1.98E-05,0,s13_1,(2b)2bRAD-M only
Prevotella_seregens,0.000221305,0.00020885,s13_1,shared
Prevotella_shahii,4.01E-05,4.18E-05,s13_1,shared
Prevotella_sp000163055,8.62E-05,0.000125443,s13_1,shared
Prevotella_sp000257925,7.02E-05,0,s13_1,(2b)2bRAD-M only
Prevotella_sp000467895,0.000277744,0.000183823,s13_1,shared
Prevotella_sp000599605,1.17E-05,0,s13_1,(2b)2bRAD-M only
Prevotella_sp000758925,2.73E-05,0,s13_1,(2b)2bRAD-M only
Prevotella_sp001553265,2.44E-05,0,s13_1,(2b)2bRAD-M only
Prevotella_sp002394385,1.34E-05,0,s13_1,(2b)2bRAD-M only
Prevotella_sp003043925,9.84E-05,9.73E-05,s13_1,shared
Prevotella_sp003043945,1.83E-05,0,s13_1,(2b)2bRAD-M only
Prevotella_sp013333285,3.08E-05,0,s13_1,(2b)2bRAD-M only
Prevotella_sp013333935,0.000138882,0.000143786,s13_1,shared
Prevotella_veroralis,8.26E-05,0,s13_1,(2b)2bRAD-M only
Propionibacterium_acidifaciens,3.13E-06,0,s13_1,(2b)2bRAD-M only
Pseudoduganella_lutea,1.24E-05,0,s13_1,(2b)2bRAD-M only
Pseudoleptotrichia_goodfellowii,0.00010352,0,s13_1,(2b)2bRAD-M only
Pseudomonas_A_stutzeri_N,1.52E-06,0,s13_1,(2b)2bRAD-M only
Pseudomonas_aeruginosa,5.94E-05,0,s13_1,(2b)2bRAD-M only
Pseudomonas_E_juntendi,6.23E-06,0,s13_1,(2b)2bRAD-M only
Pseudomonas_E_sp014207255,2.31E-06,0,s13_1,(2b)2bRAD-M only
Pseudoramibacter_alactolyticus,1.06E-05,0,s13_1,(2b)2bRAD-M only
RC9_sp002298075,5.11E-06,0,s13_1,(2b)2bRAD-M only
RC9_sp009774765,3.20E-06,0,s13_1,(2b)2bRAD-M only
Rhodococcus_B_fascians,7.93E-07,0,s13_1,(2b)2bRAD-M only
Rodentibacter_sp901420285,2.66E-05,0,s13_1,(2b)2bRAD-M only
Rothia_aeria,0.014430849,0.016042622,s13_1,shared
Rothia_dentocariosa,0.000698531,0.00083194,s13_1,shared
Rothia_mucilaginosa,0.007884352,0.006453954,s13_1,shared
Rothia_mucilaginosa_A,0.000245729,0.000255858,s13_1,shared
Rothia_mucilaginosa_B,0.008238217,0.006076717,s13_1,shared
Rothia_sp001808955,0.005746202,0.005383649,s13_1,shared
Rothia_sp902373285,9.41E-05,9.32E-05,s13_1,shared
Saccharimonas_sp010202265,1.22E-05,0,s13_1,(2b)2bRAD-M only
Saccharimonas_sp013333625,7.08E-05,0,s13_1,(2b)2bRAD-M only
Saccharimonas_sp013333645,1.69E-05,0,s13_1,(2b)2bRAD-M only
Saccharimonas_sp013333675,4.41E-05,0,s13_1,(2b)2bRAD-M only
Saccharimonas_sp013333795,8.92E-05,0.000159248,s13_1,shared
Saccharimonas_sp013333845,7.09E-05,0.000185584,s13_1,shared
Salmonella_enterica,8.20E-07,0,s13_1,(2b)2bRAD-M only
Scardovia_wiggsiae,8.67E-06,0,s13_1,(2b)2bRAD-M only
SDRW01_sp007845485,0.000346987,0.000431805,s13_1,shared
SDRW01_sp013333595,5.87E-05,0,s13_1,(2b)2bRAD-M only
Selenomonas_sputigena,0.000120096,0.0001061,s13_1,shared
Shuttleworthia_satelles,0.000138935,0.000121468,s13_1,shared
Simonsiella_muelleri,0.000144923,0.00015595,s13_1,shared
Slackia_exigua,1.10E-05,1.72E-05,s13_1,shared
Sphingomonas_paucimobilis,1.14E-06,0,s13_1,(2b)2bRAD-M only
Staphylococcus_pseudoxylosus,1.30E-05,0,s13_1,(2b)2bRAD-M only
Staphylococcus_saprophyticus,6.97E-06,0,s13_1,(2b)2bRAD-M only
Stenotrophomonas_maltophilia_P,4.19E-05,0,s13_1,(2b)2bRAD-M only
Stenotrophomonas_rhizophila,4.08E-06,0,s13_1,(2b)2bRAD-M only
Stomatobaculum_longum,7.86E-06,0,s13_1,(2b)2bRAD-M only
Streptococcus_australis,4.48E-05,0,s13_1,(2b)2bRAD-M only
Streptococcus_australis_A,0.000369947,0,s13_1,(2b)2bRAD-M only
Streptococcus_chosunense,0.001466725,0.00234912,s13_1,shared
Streptococcus_constellatus,7.14E-05,0,s13_1,(2b)2bRAD-M only
Streptococcus_cristatus,0.000378995,0,s13_1,(2b)2bRAD-M only
Streptococcus_cristatus_A,6.87E-05,0,s13_1,(2b)2bRAD-M only
Streptococcus_cristatus_B,0.000104105,0,s13_1,(2b)2bRAD-M only
Streptococcus_cristatus_C,0.000178482,0,s13_1,(2b)2bRAD-M only
Streptococcus_cristatus_F,3.22E-05,0,s13_1,(2b)2bRAD-M only
Streptococcus_cristatus_G,4.98E-05,0,s13_1,(2b)2bRAD-M only
Streptococcus_gordonii,0.000392005,0.000718305,s13_1,shared
Streptococcus_gwangjuense,0.000303843,0,s13_1,(2b)2bRAD-M only
Streptococcus_halitosis,0.00046294,0,s13_1,(2b)2bRAD-M only
Streptococcus_infantis,0.000298636,0,s13_1,(2b)2bRAD-M only
Streptococcus_infantis_B,9.16E-05,0,s13_1,(2b)2bRAD-M only
Streptococcus_infantis_C,0.00010109,0,s13_1,(2b)2bRAD-M only
Streptococcus_infantis_E,9.44E-05,0,s13_1,(2b)2bRAD-M only
Streptococcus_infantis_F,0.000147616,0,s13_1,(2b)2bRAD-M only
Streptococcus_infantis_G,0.000192401,0,s13_1,(2b)2bRAD-M only
Streptococcus_infantis_H,0.000190813,0,s13_1,(2b)2bRAD-M only
Streptococcus_infantis_I,0.001058812,0.00157482,s13_1,shared
Streptococcus_intermedius,6.10E-05,0,s13_1,(2b)2bRAD-M only
Streptococcus_koreensis,0.00128281,0.001423517,s13_1,shared
Streptococcus_mitis,0.009852147,0.008467118,s13_1,shared
Streptococcus_mitis_A,0.000556381,0,s13_1,(2b)2bRAD-M only
Streptococcus_mitis_AC,0.003849862,0.00477071,s13_1,shared
Streptococcus_mitis_AD,0.000234423,0,s13_1,(2b)2bRAD-M only
Streptococcus_mitis_AH,0.000344214,0,s13_1,(2b)2bRAD-M only
Streptococcus_mitis_AI,0.000443783,0,s13_1,(2b)2bRAD-M only
Streptococcus_mitis_AK,0.001193277,0,s13_1,(2b)2bRAD-M only
Streptococcus_mitis_AP,0.000257482,0,s13_1,(2b)2bRAD-M only
Streptococcus_mitis_AQ,0.000413726,0,s13_1,(2b)2bRAD-M only
Streptococcus_mitis_AR,0.000607687,0,s13_1,(2b)2bRAD-M only
Streptococcus_mitis_AT,0.001159366,0,s13_1,(2b)2bRAD-M only
Streptococcus_mitis_AV,0.000726935,0,s13_1,(2b)2bRAD-M only
Streptococcus_mitis_AW,0.00037985,0,s13_1,(2b)2bRAD-M only
Streptococcus_mitis_AY,0.00027289,0,s13_1,(2b)2bRAD-M only
Streptococcus_mitis_AZ,0.000951599,0.001885708,s13_1,shared
Streptococcus_mitis_BA,0.001131312,0,s13_1,(2b)2bRAD-M only
Streptococcus_mitis_BB,0.003605078,0.004007473,s13_1,shared
Streptococcus_mitis_BC,6.60E-05,0,s13_1,(2b)2bRAD-M only
Streptococcus_mitis_BE,0.001521815,0,s13_1,(2b)2bRAD-M only
Streptococcus_mitis_BG,0.00053423,0.00080607,s13_1,shared
Streptococcus_mitis_BH,0.000246621,0,s13_1,(2b)2bRAD-M only
Streptococcus_mitis_BK,0.000533674,0,s13_1,(2b)2bRAD-M only
Streptococcus_mitis_BL,0.000885932,0,s13_1,(2b)2bRAD-M only
Streptococcus_mitis_BM,0.001667776,0,s13_1,(2b)2bRAD-M only
Streptococcus_mitis_BN,0.000390922,0,s13_1,(2b)2bRAD-M only
Streptococcus_mitis_BO,0.00012695,0,s13_1,(2b)2bRAD-M only
Streptococcus_mitis_BP,0.000126585,0,s13_1,(2b)2bRAD-M only
Streptococcus_mitis_BQ,0.001516368,0.001713675,s13_1,shared
Streptococcus_mitis_C,0.000201279,0,s13_1,(2b)2bRAD-M only
Streptococcus_mitis_D,0.000376016,0,s13_1,(2b)2bRAD-M only
Streptococcus_mitis_E,0.000263575,0,s13_1,(2b)2bRAD-M only
Streptococcus_mitis_F,0.001009695,0,s13_1,(2b)2bRAD-M only
Streptococcus_mitis_I,0.000507235,0,s13_1,(2b)2bRAD-M only
Streptococcus_mitis_K,0.000648302,0,s13_1,(2b)2bRAD-M only
Streptococcus_mitis_L,0.000338902,0,s13_1,(2b)2bRAD-M only
Streptococcus_mitis_M,0.002135199,0.001200888,s13_1,shared
Streptococcus_mitis_N,0.000949581,0,s13_1,(2b)2bRAD-M only
Streptococcus_mitis_O,0.002299862,0.004039924,s13_1,shared
Streptococcus_mitis_P,0.000980362,0,s13_1,(2b)2bRAD-M only
Streptococcus_mitis_Q,0.002972992,0.002750715,s13_1,shared
Streptococcus_mitis_W,0.000988326,0,s13_1,(2b)2bRAD-M only
Streptococcus_mitis_Y,0.000377557,0,s13_1,(2b)2bRAD-M only
Streptococcus_oralis,0.001384376,0,s13_1,(2b)2bRAD-M only
Streptococcus_oralis_B,0.000298993,0,s13_1,(2b)2bRAD-M only
Streptococcus_oralis_BA,0.000501611,0,s13_1,(2b)2bRAD-M only
Streptococcus_oralis_BC,0.000697028,0,s13_1,(2b)2bRAD-M only
Streptococcus_oralis_BD,0.000358085,0,s13_1,(2b)2bRAD-M only
Streptococcus_oralis_BE,0.000182825,0,s13_1,(2b)2bRAD-M only
Streptococcus_oralis_C,0.000144242,0,s13_1,(2b)2bRAD-M only
Streptococcus_oralis_D,0.000371327,0,s13_1,(2b)2bRAD-M only
Streptococcus_oralis_F,0.000359498,0,s13_1,(2b)2bRAD-M only
Streptococcus_oralis_G,0.000403128,0,s13_1,(2b)2bRAD-M only
Streptococcus_oralis_K,0.000154497,0,s13_1,(2b)2bRAD-M only
Streptococcus_oralis_O,0.000300084,0,s13_1,(2b)2bRAD-M only
Streptococcus_oralis_R,0.000110031,0,s13_1,(2b)2bRAD-M only
Streptococcus_oralis_T,0.000602804,0,s13_1,(2b)2bRAD-M only
Streptococcus_oralis_Y,0.000465687,0,s13_1,(2b)2bRAD-M only
Streptococcus_oralis_Z,0.000166381,0,s13_1,(2b)2bRAD-M only
Streptococcus_parasanguinis,6.11E-05,0,s13_1,(2b)2bRAD-M only
Streptococcus_parasanguinis_B,0.000277975,0,s13_1,(2b)2bRAD-M only
Streptococcus_peroris,3.70E-05,0,s13_1,(2b)2bRAD-M only
Streptococcus_pneumoniae,0.003050081,0.004466985,s13_1,shared
Streptococcus_pneumoniae_D,0.008347351,0.006805062,s13_1,shared
Streptococcus_pseudopneumoniae,0.000589273,0.002038058,s13_1,shared
Streptococcus_pseudopneumoniae_A,0.000146468,0,s13_1,(2b)2bRAD-M only
Streptococcus_pseudopneumoniae_C,0.001800919,0.001074244,s13_1,shared
Streptococcus_pseudopneumoniae_D,0.000145071,0,s13_1,(2b)2bRAD-M only
Streptococcus_pseudopneumoniae_J,0.000661912,0,s13_1,(2b)2bRAD-M only
Streptococcus_pseudopneumoniae_L,0.000191349,0,s13_1,(2b)2bRAD-M only
Streptococcus_pseudopneumoniae_M,0.000187862,0,s13_1,(2b)2bRAD-M only
Streptococcus_pseudopneumoniae_N,0.000199135,0,s13_1,(2b)2bRAD-M only
Streptococcus_pseudopneumoniae_O,0.003312893,0.004283247,s13_1,shared
Streptococcus_pseudopneumoniae_P,0.000465327,0,s13_1,(2b)2bRAD-M only
Streptococcus_salivarius,0.000899982,0.001140421,s13_1,shared
Streptococcus_sanguinis,0.002270012,0.003101947,s13_1,shared
Streptococcus_sanguinis_A,0.00010048,0,s13_1,(2b)2bRAD-M only
Streptococcus_sanguinis_C,6.72E-05,0,s13_1,(2b)2bRAD-M only
Streptococcus_sanguinis_D,7.38E-05,0,s13_1,(2b)2bRAD-M only
Streptococcus_sanguinis_E,0.000181339,0,s13_1,(2b)2bRAD-M only
Streptococcus_sanguinis_F,0.000250224,0,s13_1,(2b)2bRAD-M only
Streptococcus_sanguinis_G,0.000524622,0.000677555,s13_1,shared
Streptococcus_sanguinis_H,0.002092289,0.002023123,s13_1,shared
Streptococcus_sanguinis_I,0.000177631,0,s13_1,(2b)2bRAD-M only
Streptococcus_sinensis,6.62E-05,0,s13_1,(2b)2bRAD-M only
Streptococcus_sp000187745,0.001884628,0.002301951,s13_1,shared
Streptococcus_sp000220065,2.49E-05,0,s13_1,(2b)2bRAD-M only
Streptococcus_sp000259505,0.000155154,0,s13_1,(2b)2bRAD-M only
Streptococcus_sp000411475,5.08E-05,0,s13_1,(2b)2bRAD-M only
Streptococcus_sp000831085,0.000501449,0,s13_1,(2b)2bRAD-M only
Streptococcus_sp001553685,0.000161695,0,s13_1,(2b)2bRAD-M only
Streptococcus_sp001556435,0.000113121,0,s13_1,(2b)2bRAD-M only
Streptococcus_sp001587175,0.000407414,0.000584749,s13_1,shared
Streptococcus_sp001811505,0.000231228,0,s13_1,(2b)2bRAD-M only
Streptococcus_sp001814775,0.000131214,0,s13_1,(2b)2bRAD-M only
Streptococcus_sp002355895,0.000857639,0.001729021,s13_1,shared
Streptococcus_sp003428885,0.000248751,0,s13_1,(2b)2bRAD-M only
Streptococcus_sp004166885,7.10E-05,0,s13_1,(2b)2bRAD-M only
Streptococcus_sp012843315,0.000184781,0,s13_1,(2b)2bRAD-M only
Streptococcus_sp013276795,0.000447718,0,s13_1,(2b)2bRAD-M only
Streptococcus_sp013277415,0.000110421,0,s13_1,(2b)2bRAD-M only
Streptococcus_sp013394695,7.81E-05,0,s13_1,(2b)2bRAD-M only
Streptococcus_sp900555155,0.000354558,0,s13_1,(2b)2bRAD-M only
Streptococcus_sp902363395,3.32E-05,0,s13_1,(2b)2bRAD-M only
Streptococcus_sp902460355,0.000101827,0,s13_1,(2b)2bRAD-M only
Streptococcus_sp903645285,0.000392267,0,s13_1,(2b)2bRAD-M only
Streptococcus_timonensis,0.000732843,0.001003346,s13_1,shared
Streptococcus_vestibularis,0.000158108,0,s13_1,(2b)2bRAD-M only
Tannerella_forsythia,0.003831257,0.00366141,s13_1,shared
Tannerella_forsythia_A,9.68E-06,0,s13_1,(2b)2bRAD-M only
Tannerella_sp002890585,0.000130205,0.000129323,s13_1,shared
Tannerella_sp003033925,0.000224266,0.000189251,s13_1,shared
TM7x_sp005697215,4.03E-05,0,s13_1,(2b)2bRAD-M only
TM7x_sp005697565,3.31E-05,0,s13_1,(2b)2bRAD-M only
TM7x_sp013099015,2.55E-05,0,s13_1,(2b)2bRAD-M only
TM7x_sp013333695,2.04E-05,0,s13_1,(2b)2bRAD-M only
TM7x_sp900555675,4.88E-05,0,s13_1,(2b)2bRAD-M only
TM7x_sp900556355,0.00010544,0,s13_1,(2b)2bRAD-M only
TM7x_sp900557595,5.83E-05,0,s13_1,(2b)2bRAD-M only
Treponema_B_denticola,0.000597855,0.000812317,s13_1,shared
Treponema_B_denticola_A,0.000197087,0.000266871,s13_1,shared
Treponema_B_putidum,2.10E-05,0,s13_1,(2b)2bRAD-M only
Treponema_C_lecithinolyticum,0.000360606,0.000431912,s13_1,shared
Treponema_C_maltophilum,4.90E-05,7.43E-05,s13_1,shared
Treponema_D_buccale,5.07E-05,5.43E-05,s13_1,shared
Treponema_D_paredis,2.13E-05,1.86E-05,s13_1,shared
Treponema_D_socranskii,6.65E-05,8.25E-05,s13_1,shared
Treponema_D_sp014334325,3.24E-05,3.67E-05,s13_1,shared
Treponema_D_sp014334335,1.36E-05,0,s13_1,(2b)2bRAD-M only
Treponema_medium,0.000132516,0.000164511,s13_1,shared
Treponema_sp000775995,0.000112107,0.000155906,s13_1,shared
Treponema_sp010365865,0.000163076,0.000332912,s13_1,shared
Treponema_vincentii,0.000105581,0.000119139,s13_1,shared
UBA1103_sp004138455,0.000197883,0,s13_1,(2b)2bRAD-M only
UBA1103_sp013333515,0.000198894,0.000174202,s13_1,shared
UBA2866_sp004138405,4.08E-05,0,s13_1,(2b)2bRAD-M only
UBA3263_sp001689615,2.69E-06,0,s13_1,(2b)2bRAD-M only
UBA4615_sp903903975,2.43E-05,0,s13_1,(2b)2bRAD-M only
UMGS1907_sp004151455,0.000228425,0,s13_1,(2b)2bRAD-M only
UMGS1907_sp900555945,3.27E-05,0,s13_1,(2b)2bRAD-M only
UMGS1907_sp900556165,0.000102768,0,s13_1,(2b)2bRAD-M only
Veillonella_atypica,0.000297221,0.000306517,s13_1,shared
Veillonella_denticariosi,1.91E-05,0,s13_1,(2b)2bRAD-M only
Veillonella_dispar,5.42E-05,0,s13_1,(2b)2bRAD-M only
Veillonella_dispar_A,0.000542397,0.000945306,s13_1,shared
Veillonella_infantium,0.000164316,0,s13_1,(2b)2bRAD-M only
Veillonella_parvula_A,0.001029861,0.001109908,s13_1,shared
Veillonella_rogosae,0.000460088,0.000563112,s13_1,shared
Veillonella_sp003463825,8.90E-05,0,s13_1,(2b)2bRAD-M only
Veillonella_sp900552445,0.000259116,0,s13_1,(2b)2bRAD-M only
Veillonella_sp900757715,2.31E-05,0,s13_1,(2b)2bRAD-M only
Veillonella_tobetsuensis,0.000148744,0.000163081,s13_1,shared
W11650_sp002999035,0.000553859,0.000721518,s13_1,shared
W5053_sp000467935,1.49E-05,0,s13_1,(2b)2bRAD-M only
Abiotrophia_defectiva,6.25E-05,0,s13_11,(2b)2bRAD-M only
Abiotrophia_sp001815865,0.000137763,0,s13_11,(2b)2bRAD-M only
Acinetobacter_guillouiae,0.00019964,0,s13_11,(2b)2bRAD-M only
Actinomyces_dentalis,0.000427647,0.00061803,s13_11,shared
Actinomyces_gerencseriae,0.00077079,0.000824071,s13_11,shared
Actinomyces_graevenitzii,0.000127418,0,s13_11,(2b)2bRAD-M only
Actinomyces_israelii,2.20E-05,0,s13_11,(2b)2bRAD-M only
Actinomyces_johnsonii,0.000164764,0.000198284,s13_11,shared
Actinomyces_massiliensis,0.000940149,0.001047289,s13_11,shared
Actinomyces_naeslundii,0.000727182,0.000876572,s13_11,shared
Actinomyces_oris,0.00575681,0.005548719,s13_11,shared
Actinomyces_oris_A,0.000710353,0.000714455,s13_11,shared
Actinomyces_oris_B,0.000253679,0.000400975,s13_11,shared
Actinomyces_oris_C,0.000760662,0.00068848,s13_11,shared
Actinomyces_oris_D,2.36E-05,0,s13_11,(2b)2bRAD-M only
Actinomyces_oris_E,0.000812916,0.000857922,s13_11,shared
Actinomyces_sp000195595,0.00039217,0.000301872,s13_11,shared
Actinomyces_sp000220835,0.000231551,0.000334008,s13_11,shared
Actinomyces_sp001278845,8.70E-05,0,s13_11,(2b)2bRAD-M only
Actinomyces_sp002999235,2.15E-05,0,s13_11,(2b)2bRAD-M only
Actinomyces_sp900323545,0.000154322,0.000261273,s13_11,shared
Actinomyces_timonensis,2.30E-05,0,s13_11,(2b)2bRAD-M only
Aggregatibacter_aphrophilus,0.000426308,0,s13_11,(2b)2bRAD-M only
Aggregatibacter_kilianii,6.39E-05,0,s13_11,(2b)2bRAD-M only
Aggregatibacter_segnis,0.001497747,0.002540348,s13_11,shared
Aggregatibacter_segnis_A,0.00141543,0.002609069,s13_11,shared
Aggregatibacter_sp000466335,0.004511676,0.005103729,s13_11,shared
Allisonella_pneumosintes,0.000848931,0,s13_11,(2b)2bRAD-M only
Alloprevotella_rava,0.000194443,0.000284484,s13_11,shared
Alloprevotella_tannerae,0.011886823,0.01345429,s13_11,shared
Anaeroglobus_geminatus,0.000546859,0.000659089,s13_11,shared
Anaeroglobus_micronuciformis,0.000150139,0,s13_11,(2b)2bRAD-M only
Arachnia_propionica,0.000569938,0.000787168,s13_11,shared
Arachnia_sp013333735,0.000864261,0.000940185,s13_11,shared
Arachnia_sp013333945,0.00046482,0.000390271,s13_11,shared
Arachnia_sp900607225,4.05E-05,0,s13_11,(2b)2bRAD-M only
Bacillus_A_bombysepticus,4.41E-05,0.00034017,s13_11,shared
Bergeyella_A_cardium,0.001815523,0.001568357,s13_11,shared
Brevibacillus_D_fluminis,5.02E-06,0,s13_11,(2b)2bRAD-M only
Bulleidia_extructa,0.001280382,0.001325552,s13_11,shared
Bulleidia_moorei,0.000927906,0,s13_11,(2b)2bRAD-M only
Campylobacter_A_concisus_I,0.000998034,0,s13_11,(2b)2bRAD-M only
Campylobacter_A_concisus_P,0.000305295,0,s13_11,(2b)2bRAD-M only
Campylobacter_A_concisus_T,0.000398151,0,s13_11,(2b)2bRAD-M only
Campylobacter_A_curvus,4.02E-05,0,s13_11,(2b)2bRAD-M only
Campylobacter_A_rectus,0.00292141,0.003390089,s13_11,shared
Campylobacter_A_showae,0.000180227,0,s13_11,(2b)2bRAD-M only
Campylobacter_A_showae_A,0.000118937,0.000590095,s13_11,shared
Campylobacter_A_showae_B,0.000102365,0,s13_11,(2b)2bRAD-M only
Campylobacter_A_showae_D,0.000144153,0.000544181,s13_11,shared
Campylobacter_A_showae_E,0.000200305,0,s13_11,(2b)2bRAD-M only
Campylobacter_A_sp014253065,0.000187442,0,s13_11,(2b)2bRAD-M only
Campylobacter_B_gracilis,0.000328003,0.000565011,s13_11,shared
Campylobacter_B_sp900539505,0.000358346,0.000504744,s13_11,shared
Capnocytophaga_endodontalis,0.000374483,0,s13_11,(2b)2bRAD-M only
Capnocytophaga_gingivalis,0.001674917,0.001396835,s13_11,shared
Capnocytophaga_granulosa,0.000909818,0.000788185,s13_11,shared
Capnocytophaga_leadbetteri,0.001315109,0.001456386,s13_11,shared
Capnocytophaga_ochracea,0.005225283,0.00530249,s13_11,shared
Capnocytophaga_sp000318275,0.000183177,0,s13_11,(2b)2bRAD-M only
Capnocytophaga_sp000466425,6.20E-05,0,s13_11,(2b)2bRAD-M only
Capnocytophaga_sputigena,0.001730769,0.002348805,s13_11,shared
Cardiobacterium_hominis,0.002241306,0.002596593,s13_11,shared
Cardiobacterium_valvarum,0.000527486,0.000605853,s13_11,shared
Catonella_morbi,0.000581719,0.001056901,s13_11,shared
Centipeda_artemidis,0.000179026,0.000282893,s13_11,shared
Centipeda_felix,7.86E-05,0,s13_11,(2b)2bRAD-M only
Centipeda_flueggei,2.87E-05,0,s13_11,(2b)2bRAD-M only
Centipeda_infelix,0.000149272,0,s13_11,(2b)2bRAD-M only
Centipeda_massiliensis,7.53E-05,0,s13_11,(2b)2bRAD-M only
Centipeda_noxia,0.001063124,0.00128217,s13_11,shared
Centipeda_periodontii,0.000300735,0.000311889,s13_11,shared
Centipeda_sp000286455,4.49E-05,0,s13_11,(2b)2bRAD-M only
Centipeda_sp000318175,6.27E-05,0,s13_11,(2b)2bRAD-M only
Centipeda_sp000468035,1.81E-05,0,s13_11,(2b)2bRAD-M only
Centipeda_sp001683335,0.000331402,0.000352914,s13_11,shared
Centipeda_sp001717585,3.63E-05,0,s13_11,(2b)2bRAD-M only
Corynebacterium_durum,0.00220196,0.002156171,s13_11,shared
Corynebacterium_matruchotii,0.006114008,0.005552511,s13_11,shared
