"Species","col_WMS","col_2b","Group","Color"
"HOT-345",0.000479852516094928,0.000603815,"s9_1","shared"
"JABCPE02",0.00127448908551269,0.000961647,"s9_1","shared"
"JABCPG02",0,0.000136924,"s9_1","2b only"
"JABCPH02",0.000169082285575063,0.000140737,"s9_1","shared"
"JABCPO02",0.000487779816130791,0,"s9_1","WMS only"
"JABZIP01",5.15776230181499e-05,0,"s9_1","WMS only"
"Johnsonella",0.00131272074771097,0.00014614,"s9_1","shared"
"Kingella",3.19098912836025e-05,0.000147133,"s9_1","shared"
"Kingella_A",0.000185839995777458,0.000348848,"s9_1","shared"
"Kingella_B",0,8.2069e-05,"s9_1","2b only"
"Klebsiella",0,6.30429e-05,"s9_1","2b only"
"Lachnoanaerobaculum",0,0.000473277,"s9_1","2b only"
"Lactococcus_A",0,3.35269e-05,"s9_1","2b only"
"Lancefieldella",0,0.000348761,"s9_1","2b only"
"Lautropia",0.0938779970462278,0.06620885,"s9_1","shared"
"Lawsonella",0,7.15789e-05,"s9_1","2b only"
"Leptotrichia",0.00320182644992826,0.003720499,"s9_1","shared"
"Leptotrichia_A",0.000764231861685272,0.00067758,"s9_1","shared"
"Leuconostoc",0,0.000102432,"s9_1","2b only"
"Macrococcus_B",0,0.000315752,"s9_1","2b only"
"Metamycoplasma",0.0246149690303467,0,"s9_1","WMS only"
"Microbacterium",0,0.000147578,"s9_1","2b only"
"Mogibacterium",6.9740171201584e-05,0.000583896,"s9_1","shared"
"Moraxella",0.0654382562669321,0,"s9_1","WMS only"
"Nanogingivalis",0.00187555905025728,0,"s9_1","WMS only"
"Nanoperiomorbus",0.000685159552466785,0,"s9_1","WMS only"
"Nanosynbacter",0.000237317273225534,0,"s9_1","WMS only"
"Neisseria",0.432981501695539,0.488906436,"s9_1","shared"
"Ochrobactrum",0,3.05445e-05,"s9_1","2b only"
"Olsenella",0,6.99437e-05,"s9_1","2b only"
"Oribacterium",0.0043254961436194,0.003870714,"s9_1","shared"
"Ottowia",0.000470821414788248,0.000502013,"s9_1","shared"
"Pantoea",0,2.44047e-05,"s9_1","2b only"
"Paracoccus",0,1.06957e-05,"s9_1","2b only"
"Parvimonas",0.000635087112999749,0.000645718,"s9_1","shared"
"Paucibacter",0,1.11071e-05,"s9_1","2b only"
"Pauljensenia",0.000230594120030561,0.001040082,"s9_1","shared"
"Peptidiphaga",0.000237618309935757,0.000449246,"s9_1","shared"
"Peptoanaerobacter",0.000162860860230462,0.000950996,"s9_1","shared"
"Peptostreptococcus",0.000385427334655085,0.000540411,"s9_1","shared"
"Phocaeicola",0,0.000147801,"s9_1","2b only"
"Porphyromonas",0.0427380814047416,0.053402676,"s9_1","shared"
"Prevotella",0.0491507654059049,0.048955213,"s9_1","shared"
"Pseudoduganella",0,1.47066e-05,"s9_1","2b only"
"Pseudoleptotrichia",0,0.000115292,"s9_1","2b only"
"Pseudoramibacter",0,1.40895e-05,"s9_1","2b only"
"Psychrobacter",0,4.99818e-05,"s9_1","2b only"
"Ralstonia",0,0.00021123,"s9_1","2b only"
"Rodentibacter",0,2.19056e-05,"s9_1","2b only"
"Rothia",0.0385201557122418,0.051093981,"s9_1","shared"
"Saccharimonas",0.00211297666905288,0.001921452,"s9_1","shared"
"SDRK01",0.000138677577842574,0.00018657,"s9_1","shared"
"SDRW01",0.00016827952101447,0.000610665,"s9_1","shared"
"Selenomonas",0.000241632132738726,0.000277997,"s9_1","shared"
"Shuttleworthia",0,4.14459e-05,"s9_1","2b only"
"Simonsiella",0,8.25832e-05,"s9_1","2b only"
"Slackia",0,1.26497e-05,"s9_1","2b only"
"Stenotrophomonas",0,0.000204092,"s9_1","2b only"
"Stomatobaculum",0,1.31639e-05,"s9_1","2b only"
"Streptococcus",0.0456829228497098,0.089744274,"s9_1","shared"
"Tannerella",0.00565989153446639,0.008876723,"s9_1","shared"
"TM7x",0,0.000837896,"s9_1","2b only"
"Treponema",0.00293059237401764,0.00139713,"s9_1","shared"
"Treponema_B",0.00200811554832532,0.002292464,"s9_1","shared"
"Treponema_C",0.00111463859238445,0.000921651,"s9_1","shared"
"Treponema_D",0.00100907505266637,0.000579392,"s9_1","shared"
"UBA1103",0,0.000646111,"s9_1","2b only"
"UBA2866",0,6.18088e-05,"s9_1","2b only"
"UBA4615",0,2.83848e-05,"s9_1","2b only"
"UMGS1907",0,0.001376285,"s9_1","2b only"
"Veillonella",0.00476129695445174,0.008484869,"s9_1","shared"
"W11650",0.00177982937640647,0.001134601,"s9_1","shared"
"W5053",0,4.22686e-05,"s9_1","2b only"
"Weissella",1.60552912118755e-05,0.000317411,"s9_1","shared"
"Abiotrophia",0,0.000210345,"s9_11","2b only"
"Acinetobacter",0,0.000114612,"s9_11","2b only"
"Actinomyces",0.00405220121566036,0.011522235,"s9_11","shared"
"Aeromonas",0,3.52489e-05,"s9_11","2b only"
"Aggregatibacter",0.00376640112992034,0.003643567,"s9_11","shared"
"Allisonella",0.000229100068730021,0.000735193,"s9_11","shared"
"Alloprevotella",0.0160632048189614,0.014091103,"s9_11","shared"
"Anaeroglobus",0,0.000736483,"s9_11","2b only"
"Arachnia",0.000503000150900045,0.002825527,"s9_11","shared"
"Bacillus",0,4.57693e-05,"s9_11","2b only"
"Bacteroides",0,2.55961e-05,"s9_11","2b only"
"Bacteroides_D",0.00647760194328058,0,"s9_11","WMS only"
"Bergeyella_A",0.0010737003221101,0.000986459,"s9_11","shared"
"Bulleidia",0.0010816003244801,0.0019387,"s9_11","shared"
"CAJPSE01",0.00437420131226039,0,"s9_11","WMS only"
"Campylobacter_A",0.00928180278454084,0.007463771,"s9_11","shared"
"Campylobacter_B",0.000851700255510077,0.000496975,"s9_11","shared"
"Capnocytophaga",0.00434530130359039,0.008740119,"s9_11","shared"
"Cardiobacterium",0.00376320112896034,0.004558113,"s9_11","shared"
"Catonella",0.000798300239490072,0.000726593,"s9_11","shared"
"Centipeda",0.00204700061410018,0.004034038,"s9_11","shared"
"Chlamydophila",0,0.001227252,"s9_11","2b only"
"Corynebacterium",0.00346390103917031,0.004482673,"s9_11","shared"
"Cryptobacteroides",0.00152190045657014,0,"s9_11","WMS only"
"Cutibacterium",0,0.000473976,"s9_11","2b only"
"Desulfobulbus",0.00022430006729002,0.000757486,"s9_11","shared"
"Desulfomicrobium",0.00303580091074027,0.003210036,"s9_11","shared"
"Dialister",0.00230080069024021,0.003449184,"s9_11","shared"
"Eikenella",0.000267500080250024,0.001076606,"s9_11","shared"
"Enterococcus_B",0,0.000601552,"s9_11","2b only"
"Eubacterium_A",0,0.004000877,"s9_11","2b only"
"Eubacterium_B",0.000289700086910026,0.001194988,"s9_11","shared"
"Eubacterium_M",0.0151511045453314,0.012894067,"s9_11","shared"
"F0040",0,0.000700361,"s9_11","2b only"
"F0058",0.021755306526592,0.016059684,"s9_11","shared"
"F0422",0,0.000168393,"s9_11","2b only"
"Filifactor",0.00952310285693086,0.006927779,"s9_11","shared"
"Flexilinea",0,0.000251214,"s9_11","2b only"
"Fretibacterium",0.00256770077031023,0.003314324,"s9_11","shared"
"Fusobacterium",0.0751957225587168,0.022601835,"s9_11","shared"
"Gemella",0.00308130092439028,0.003708261,"s9_11","shared"
"Granulicatella",0.000730100219030066,0.002098146,"s9_11","shared"
"Haemophilus",0,0.000577512,"s9_11","2b only"
"Haemophilus_A",0.00124060037218011,0.00331744,"s9_11","shared"
"Haemophilus_D",0.022036606610982,0.026418761,"s9_11","shared"
"Hornefia",0.0044553013365904,0,"s9_11","WMS only"
"HOT-345",0,0.000709335,"s9_11","2b only"
"JABCPE02",0,0.001036646,"s9_11","2b only"
"JABCPG02",0,0.000136529,"s9_11","2b only"
"JABCPH02",0,0.000236574,"s9_11","2b only"
"JABCPO02",0.000343600103080031,0,"s9_11","WMS only"
"JABZIP01",0.00318210095463029,0,"s9_11","WMS only"
"Janibacter",0,1.39911e-05,"s9_11","2b only"
"Johnsonella",0.0033433010029903,0.000878347,"s9_11","shared"
"Kingella",0,0.000164832,"s9_11","2b only"
"Kingella_A",0.000468800140640042,0.000846197,"s9_11","shared"
"Kingella_B",0.000842600252780076,0.000906093,"s9_11","shared"
"Klebsiella",0,0.000113022,"s9_11","2b only"
"Kocuria",0,1.49672e-05,"s9_11","2b only"
"Lachnoanaerobaculum",0,0.000755418,"s9_11","2b only"
"Lactiplantibacillus",0,0.000119552,"s9_11","2b only"
"Lancefieldella",0.00078290023487007,0.001737306,"s9_11","shared"
"Lautropia",0.150791945237584,0.107387959,"s9_11","shared"
"Lawsonella",0,5.31445e-05,"s9_11","2b only"
"Leptotrichia",0.00684300205290062,0.008774855,"s9_11","shared"
"Leptotrichia_A",0.00133250039975012,0.001485127,"s9_11","shared"
"Leuconostoc",0,0.000113476,"s9_11","2b only"
"Macrococcus_B",0,6.29057e-05,"s9_11","2b only"
"Metamycoplasma",0.00628290188487057,0,"s9_11","WMS only"
"Micrococcus",0,6.23634e-05,"s9_11","2b only"
"Mogibacterium",0.00299380089814027,0.004973431,"s9_11","shared"
"Nanoperiomorbus",0.00581410174423052,0,"s9_11","WMS only"
"Nanosynbacter",0.00166730050019015,0,"s9_11","WMS only"
"Neisseria",0.167466450239935,0.14458098,"s9_11","shared"
"Olsenella",0,0.000602632,"s9_11","2b only"
"Olsenella_F",0.000190300057090017,0,"s9_11","WMS only"
"Oribacterium",0.00341870102561031,0.004040122,"s9_11","shared"
"Ottowia",0.000763800229140069,0.00088333,"s9_11","shared"
"Parvimonas",0.0155991046797314,0.014554859,"s9_11","shared"
"Pauljensenia",0.000612500183750055,0.004452643,"s9_11","shared"
"Peptidiphaga",0.00134590040377012,0.002379845,"s9_11","shared"
"Peptoanaerobacter",0.000199300059790018,0.001318542,"s9_11","shared"
"Phocaeicola",0,0.000294443,"s9_11","2b only"
"Porphyromonas",0.0403020120906036,0.032601624,"s9_11","shared"
"Prevotella",0.0296083088824927,0.047437586,"s9_11","shared"
"Pseudoleptotrichia",0.00123950037185011,0.002316196,"s9_11","shared"
"Pseudoramibacter",0,3.18867e-05,"s9_11","2b only"
"Ralstonia",0,0.000247819,"s9_11","2b only"
"Rodentibacter",0,3.89364e-05,"s9_11","2b only"
"Rothia",0.148932144679643,0.195259064,"s9_11","shared"
"Saccharimonas",0.00697800209340063,0.006410481,"s9_11","shared"
"Scardovia",0,0.000232342,"s9_11","2b only"
"SDRW01",0.00340330102099031,0.004095114,"s9_11","shared"
"Selenomonas",0.000619800185940056,0.000802388,"s9_11","shared"
"Shuttleworthia",0,0.000262227,"s9_11","2b only"
"Slackia",0,0.0003421,"s9_11","2b only"
"Staphylococcus",0,0.000128456,"s9_11","2b only"
"Stomatobaculum",0,4.93484e-05,"s9_11","2b only"
"Streptococcus",0.128732938619882,0.169670615,"s9_11","shared"
"Tannerella",0.0155374046612214,0.019805893,"s9_11","shared"
"TM7x",0,0.004252992,"s9_11","2b only"
"Treponema",0.00992400297720089,0.002952814,"s9_11","shared"
"Treponema_B",0.00382830114849034,0.004611729,"s9_11","shared"
"Treponema_C",0.00357140107142032,0.003175267,"s9_11","shared"
"Treponema_D",0.000135800040740012,0.00114136,"s9_11","shared"
"UBA1103",0,0.005364901,"s9_11","2b only"
"UBA2866",0,0.000566526,"s9_11","2b only"
"Veillonella",0.00721720216516065,0.010958436,"s9_11","shared"
"W11650",0.000135900040770012,0.000678959,"s9_11","shared"
"Weissella",0,0.000432616,"s9_11","2b only"
"Abiotrophia",0,0.000370585,"s9_12","2b only"
"Acinetobacter",0,8.44696e-05,"s9_12","2b only"
"Actinomyces",0.00353424784037468,0.008891643,"s9_12","shared"
"Aggregatibacter",0.0111569282293079,0.008580431,"s9_12","shared"
"Alcaligenes",0,2.89783e-05,"s9_12","2b only"
"Alloprevotella",0.00430582103183781,0.003270053,"s9_12","shared"
"Anaeroglobus",0.000325428849332881,0.000917882,"s9_12","shared"
"Arachnia",0.0046764175947257,0.006276642,"s9_12","shared"
"Bacillus_A",0,0.0001051,"s9_12","2b only"
"Bacteroides_D",0.0105049639719582,7.57977e-05,"s9_12","shared"
"Bergeyella_A",0,0.000122036,"s9_12","2b only"
"Brevibacillus",0,3.09246e-05,"s9_12","2b only"
"Brevibacillus_D",0,2.46532e-05,"s9_12","2b only"
"Bulleidia",0.000929207505807673,0.001615642,"s9_12","shared"
"CAG-485",0,1.39485e-05,"s9_12","2b only"
"CAJPSE01",0.0125050184951224,0,"s9_12","WMS only"
"Campylobacter_A",0.0323571842668682,0.026049754,"s9_12","shared"
"Campylobacter_B",0.00505304993225346,0.002836591,"s9_12","shared"
"Capnocytophaga",0.0399267498389706,0.043894423,"s9_12","shared"
"Cardiobacterium",0.0254364644685516,0.024224521,"s9_12","shared"
"Catonella",0.00120906625660955,0.00075127,"s9_12","shared"
"Centipeda",0.00306064072363305,0.006419323,"s9_12","shared"
"Corynebacterium",0.00262244348477863,0.003585058,"s9_12","shared"
"Cryptobacteroides",0.000424918534646704,0,"s9_12","WMS only"
"Cutibacterium",0.00110344020041186,0.00258184,"s9_12","shared"
"Desulfobulbus",0.00196202914293308,0.002008238,"s9_12","shared"
"Dialister",0.0032958347420999,0.003904131,"s9_12","shared"
"Eikenella",0.00258089723600754,0.003879173,"s9_12","shared"
"Eubacterium_A",0,0.003734255,"s9_12","2b only"
"Eubacterium_B",0.00188014380031887,0.003047814,"s9_12","shared"
"Eubacterium_M",0.0133568674892958,0.011681008,"s9_12","shared"
"Eubacterium_N",0.0134028399728028,0.011583453,"s9_12","shared"
"F0040",0,0.000990048,"s9_12","2b only"
"F0058",0.0472042845147474,0.040027636,"s9_12","shared"
"Filifactor",0.0270070736260892,0.020107416,"s9_12","shared"
"Flexilinea",0.000308528680341251,0.000474074,"s9_12","shared"
"Fretibacterium",0.00438458789088808,0.005950308,"s9_12","shared"
"Fusobacterium",0.100416377913531,0.04503581,"s9_12","shared"
"GCA-2749205",0.00369771673687111,0,"s9_12","WMS only"
"Gemella",0.00586677294995166,0.005579691,"s9_12","shared"
"GN02-872",0.00478536332697532,0.000875743,"s9_12","shared"
"GN02-873",0,0.000228405,"s9_12","2b only"
"Granulicatella",0.00151558301207085,0.002750926,"s9_12","shared"
"Haemophilus",0.00235596403442846,0.005089454,"s9_12","shared"
"Haemophilus_A",0.00527748015261255,0.006434958,"s9_12","shared"
"Haemophilus_D",0.0545561598148385,0.056515799,"s9_12","shared"
"Hornefia",0.00363585004681246,0,"s9_12","WMS only"
"HOT-345",0.00717784379797498,0.003087381,"s9_12","shared"
"Hydrogenophilus",0,1.61111e-05,"s9_12","2b only"
"JABCPE02",0.000505797914820935,0.000445947,"s9_12","shared"
"JABCPG02",0,0.000523624,"s9_12","2b only"
"JABZIP01",0.00213445110514531,0,"s9_12","WMS only"
"Johnsonella",0.00996184485061407,0.009153609,"s9_12","shared"
"Kingella_A",0,0.00010802,"s9_12","2b only"
"Kingella_B",3.84277652071594e-05,0.000162889,"s9_12","shared"
"Klebsiella",0,3.28709e-05,"s9_12","2b only"
"Lachnoanaerobaculum",0.000268893760206118,0.001786243,"s9_12","shared"
"Lactobacillus",0,0.000163749,"s9_12","2b only"
"Lancefieldella",0,0.000976,"s9_12","2b only"
"Lautropia",0.00807415633199537,0.006590242,"s9_12","shared"
"Lawsonella",0,0.000558348,"s9_12","2b only"
"Legionella",0,0.000469373,"s9_12","2b only"
"Leptotrichia",0.00157956222325345,0.002213829,"s9_12","shared"
"Leptotrichia_A",0.00651702707115343,0.00313589,"s9_12","shared"
"Metamycoplasma",0.00732340656303979,0.0013998,"s9_12","shared"
"Mogibacterium",0.00407776934669479,0.00656004,"s9_12","shared"
"Moraxella",0.00495024057088771,0,"s9_12","WMS only"
"Nanogingivalis",0.000707493384036523,0,"s9_12","WMS only"
"Nanoperiomorbus",0.000428942384406616,0,"s9_12","WMS only"
"Nanosynbacter",0.00204914549023517,0,"s9_12","WMS only"
"Nanosyncoccus",2.96758919793508e-05,0,"s9_12","WMS only"
"Neisseria",0.173359720398776,0.153378959,"s9_12","shared"
"Olsenella",0,0.00085279,"s9_12","2b only"
"Olsenella_F",0.00051424799931675,0,"s9_12","WMS only"
"Oribacterium",0.00510254328430038,0.002666727,"s9_12","shared"
"Ottowia",0.0171829450335081,0.01425724,"s9_12","shared"
"Parvimonas",0.0046898974914214,0.003108422,"s9_12","shared"
"Pauljensenia",0.00133390619541082,0.00497314,"s9_12","shared"
"Peptidiphaga",0.000858387750033222,0.001148819,"s9_12","shared"
"Peptoanaerobacter",0.00349421053526356,0.00477347,"s9_12","shared"
"Peptostreptococcus",0.00131147323299931,0.001586316,"s9_12","shared"
"Porphyromonas",0.0331030048198678,0.032730453,"s9_12","shared"
"Prevotella",0.0614461977587358,0.095356021,"s9_12","shared"
"Pseudoleptotrichia",0.0034102126715254,0.003609621,"s9_12","shared"
"Pseudomonas_E",0,2.11931e-05,"s9_12","2b only"
"QFNR01",0,0.000254465,"s9_12","2b only"
"Ralstonia",0,0.002430913,"s9_12","2b only"
"Rothia",0.0587103823069716,0.089607153,"s9_12","shared"
"Saccharimonas",0.00343827902360078,0.00353376,"s9_12","shared"
"SDRW01",0,0.00060943,"s9_12","2b only"
"Selenomonas",0.000482861971189437,0.000736204,"s9_12","shared"
"Shuttleworthia",0,0.000117099,"s9_12","2b only"
"Slackia",0,0.000419621,"s9_12","2b only"
"Sphingomonas",0,1.82736e-05,"s9_12","2b only"
"Stenotrophomonas",0,5.35233e-05,"s9_12","2b only"
"Stomatobaculum",0,3.66554e-05,"s9_12","2b only"
"Streptococcus",0.0352009394884419,0.059174355,"s9_12","shared"
"Tannerella",0.0451365287193726,0.062714858,"s9_12","shared"
"Tepidimonas",0,1.93549e-05,"s9_12","2b only"
"TM7x",0,0.003555327,"s9_12","2b only"
"Treponema",0.0090602007156618,0.00864823,"s9_12","shared"
"Treponema_B",0.00707392787792525,0.013052634,"s9_12","shared"
"Treponema_C",0.0111579341917479,0.009470638,"s9_12","shared"
"Treponema_D",0.000292634473789598,0.001235796,"s9_12","shared"
"UBA1103",0,0.000863081,"s9_12","2b only"
"UMGS1907",0,0.000395923,"s9_12","2b only"
"Veillonella",0.00521621704001789,0.01261763,"s9_12","shared"
"W11650",0.00597632225966526,0.003938032,"s9_12","shared"
"Abiotrophia",5.96494573264244e-05,0.000351878,"s9_14","shared"
"Acinetobacter",0,9.38737e-05,"s9_14","2b only"
"Actinomyces",0.00205254793667978,0.005387451,"s9_14","shared"
"Aggregatibacter",0.015098086455519,0.009160028,"s9_14","shared"
"Allisonella",0.00580368999631083,0.005637575,"s9_14","shared"
"Alloprevotella",0.0415288620976328,0.020018303,"s9_14","shared"
"Anaeroglobus",0.00314413300575334,0.003251664,"s9_14","shared"
"Arachnia",0,0.000372915,"s9_14","2b only"
"Bacillus_A",0,5.29833e-05,"s9_14","2b only"
"Bacteroides",0,9.77988e-05,"s9_14","2b only"
"Bacteroides_D",0.00342903499006837,0.000472293,"s9_14","shared"
"Bergeyella_A",0.00748459148361445,0,"s9_14","WMS only"
"Bifidobacterium",0.0014932584486632,0.002546611,"s9_14","shared"
"Brevundimonas",0,1.38351e-05,"s9_14","2b only"
"Bulleidia",0.0022799235799461,0.003461942,"s9_14","shared"
"Butyrivibrio",2.62862015336785e-05,0,"s9_14","WMS only"
"CAG-791",0,4.3145e-05,"s9_14","2b only"
"CAG-793",0.000422601240041447,0.000248126,"s9_14","shared"
"CAJPSE01",0.00581723750017819,0,"s9_14","WMS only"
"Campylobacter",0,0.000154662,"s9_14","2b only"
"Campylobacter_A",0.0195639098945408,0.016745439,"s9_14","shared"
"Campylobacter_B",0.0148755636494589,0.000327833,"s9_14","shared"
"Capnocytophaga",0.0070308512048331,0.006795242,"s9_14","shared"
"Cardiobacterium",0.00093700198390051,0.001388625,"s9_14","shared"
"Catonella",0.00113788922408289,0.001506909,"s9_14","shared"
"Centipeda",0.000414412077255955,0.0031658,"s9_14","shared"
"Chlamydophila",0,0.00027627,"s9_14","2b only"
"Conchiformibius",0,3.1462e-05,"s9_14","2b only"
"Corynebacterium",0.00122584689844559,0.001850054,"s9_14","shared"
"Criibacterium",0,9.54109e-05,"s9_14","2b only"
"Cryptobacterium",0,2.95149e-05,"s9_14","2b only"
"Cryptobacteroides",0.00268260796728702,0,"s9_14","WMS only"
"Cutibacterium",0,0.00016612,"s9_14","2b only"
"Desulfobulbus",0.00100423399936165,0.000999188,"s9_14","shared"
"Dialister",0.00676859579414709,0.008776733,"s9_14","shared"
"Dialister_B",0,1.05557e-05,"s9_14","2b only"
"DNF00809",0,2.26486e-05,"s9_14","2b only"
"Eikenella",0.000686878666230046,0.00084764,"s9_14","shared"
"Enterobacter",0,1.47574e-05,"s9_14","2b only"
"Enterocloster",0,5.28808e-05,"s9_14","2b only"
"Eubacterium_A",0,0.020733213,"s9_14","2b only"
"Eubacterium_B",0.00450110760954193,0.004980949,"s9_14","shared"
"Eubacterium_M",0.0118477976358797,0.01035399,"s9_14","shared"
"Eubacterium_N",0,3.52539e-05,"s9_14","2b only"
"F0040",0,0.004757729,"s9_14","2b only"
"F0058",0.00746194490998543,0.005265256,"s9_14","shared"
"F0422",0,0.001504324,"s9_14","2b only"
"F0428",0.000133351922395854,0.000236599,"s9_14","shared"
"Filifactor",0.0394263703780391,0.03132386,"s9_14","shared"
"Flexilinea",0.000106155813886009,0.000354845,"s9_14","shared"
"Fretibacterium",0.00457026053973053,0.005639794,"s9_14","shared"
"Fusobacterium",0.0303772443992951,0.013314957,"s9_14","shared"
"Gemella",0.0111466637603564,0.010176013,"s9_14","shared"
"GN02-872",0.00174479717718548,0.000931029,"s9_14","shared"
"GN02-873",0.000618332340692223,0.000613876,"s9_14","shared"
"Granulicatella",0.00319144816851396,0.003092768,"s9_14","shared"
"Haemophilus",0.00131299576660724,0.002159702,"s9_14","shared"
"Haemophilus_A",0.00767385213465693,0.006861645,"s9_14","shared"
"Haemophilus_D",0.0142377188591667,0.015572948,"s9_14","shared"
"Hornefia",0.0254986264954195,0,"s9_14","WMS only"
"HOT-345",0.00269918849440827,0.001558216,"s9_14","shared"
"JABCPE02",0.000919309348252842,0.000920673,"s9_14","shared"
"JABCPG02",0,0.000244486,"s9_14","2b only"
"JABCPH02",0.00188937128562071,0.001273278,"s9_14","shared"
"JABCPO02",0.00136627587510051,0,"s9_14","WMS only"
"Johnsonella",0.00247858660307563,0.00046994,"s9_14","shared"
"Jonquetella",0,2.10089e-05,"s9_14","2b only"
"Kingella_A",0.000356582433881862,0.000445896,"s9_14","shared"
"Kingella_B",0.000102819488306735,0.000166918,"s9_14","shared"
"Klebsiella",0,4.76542e-05,"s9_14","2b only"
"Lachnoanaerobaculum",0.000792225673915019,0.001945567,"s9_14","shared"
"Lactobacillus",0,0.000109041,"s9_14","2b only"
"Lancefieldella",0.00467904497376991,0.004738661,"s9_14","shared"
"Lautropia",0.0124619848447916,0.009388782,"s9_14","shared"
"Lawsonella",0,2.54156e-05,"s9_14","2b only"
"Leptotrichia",0.0168702819427646,0.016897633,"s9_14","shared"
"Leptotrichia_A",0.00225798471174299,0.001458796,"s9_14","shared"
"Mesocricetibacter",8.24982325056988e-05,0,"s9_14","WMS only"
"Metamycoplasma",0.049785155797811,0,"s9_14","WMS only"
"Mitsuokella",0,3.69243e-05,"s9_14","2b only"
"Mogibacterium",0.00588628932959166,0.009033068,"s9_14","shared"
"Nanogingivalis",0.00428920038487043,0,"s9_14","WMS only"
"Nanoperiomorbus",0.00405070365633986,0,"s9_14","WMS only"
"Nanosynbacter",4.28667286549219e-05,0,"s9_14","WMS only"
"Neisseria",0.0638879051221798,0.067153137,"s9_14","shared"
"Olegusella",0,3.73035e-05,"s9_14","2b only"
"Olsenella",0,0.001276291,"s9_14","2b only"
"Olsenella_F",0.000154886387498444,0,"s9_14","WMS only"
"Olsenella_I",0.000414513178031085,0,"s9_14","WMS only"
"Oribacterium",0.00894762080051392,0.006847409,"s9_14","shared"
"Ornithobacterium",0,8.6495e-05,"s9_14","2b only"
"Ottowia",0.000977846697052842,0.000857806,"s9_14","shared"
"Parascardovia",0,9.06967e-05,"s9_14","2b only"
"Parvimonas",0.00354722179619479,0.003153199,"s9_14","shared"
"Pauljensenia",0.000517635968663208,0.002811239,"s9_14","shared"
"Peptidiphaga",0.00104416880553782,0.001824533,"s9_14","shared"
"Peptoanaerobacter",0.000257806976580309,0.00225567,"s9_14","shared"
"Peptostreptococcus",0.0015651410997803,0.001967263,"s9_14","shared"
"Phocaeicola",0.00075967122432331,0.001320151,"s9_14","shared"
"Porphyromonas",0.0922537496002728,0.074071853,"s9_14","shared"
"Prevotella",0.261357029198207,0.329118388,"s9_14","shared"
"Pseudoleptotrichia",4.67085581098442e-05,0,"s9_14","WMS only"
"Pseudomonas_E",0,1.77294e-05,"s9_14","2b only"
"Pseudoramibacter",0.000126679271237305,0.000275075,"s9_14","shared"
"QFNR01",0,1.67046e-05,"s9_14","2b only"
"Ralstonia",0,0.000193429,"s9_14","2b only"
"Rodentibacter",0,0.000174287,"s9_14","2b only"
"Rothia",0.007290680196916,0.014444026,"s9_14","shared"
"Saccharimonas",0.0020492116111005,0.002199171,"s9_14","shared"
"Scardovia",0.000760682232074605,0.001175365,"s9_14","shared"
"SDRK01",0.00022282610838549,0.000418202,"s9_14","shared"
"SDRW01",5.76274418238337e-06,0.000510173,"s9_14","shared"
"Selenomonas",0.00212544159554817,0.001675246,"s9_14","shared"
"Selenomonas_C",0,1.36916e-05,"s9_14","2b only"
"Shuttleworthia",0.00117509430933056,0.00152202,"s9_14","shared"
"Simonsiella",8.49246511088076e-06,0.000157147,"s9_14","shared"
"Slackia",0,0.000184828,"s9_14","2b only"
"Sphingobium",0,2.81416e-05,"s9_14","2b only"
"Staphylococcus",0,3.29993e-05,"s9_14","2b only"
"Stenotrophomonas",0,1.06581e-05,"s9_14","2b only"
"Stomatobaculum",0.000181071488256993,0.000351793,"s9_14","shared"
"Streptococcus",0.0726987365739434,0.11316882,"s9_14","shared"
"Tannerella",0.0164470740980724,0.023478632,"s9_14","shared"
"TM7x",0,0.001654455,"s9_14","2b only"
"Treponema",0.00398862778041033,0.004198778,"s9_14","shared"
"Treponema_B",0.00459058179553157,0.009520679,"s9_14","shared"
"Treponema_C",0.00167443103769532,0.001588289,"s9_14","shared"
"Treponema_D",0.00463001109783209,0.001510012,"s9_14","shared"
"UBA1103",0,0.003788914,"s9_14","2b only"
"UBA2866",0,0.000457128,"s9_14","2b only"
"UBA3263",0,1.27078e-05,"s9_14","2b only"
"UBA4285",0.000304313333139894,0.000385249,"s9_14","shared"
"UMGS1907",0,0.002674657,"s9_14","2b only"
"Veillonella",0.0259445820145158,0.039308978,"s9_14","shared"
"W11650",0.000217063364203107,0.000752941,"s9_14","shared"
"W5053",0,6.87656e-05,"s9_14","2b only"
"Abiotrophia",0,0.000256541,"s9_2","2b only"
"Achromobacter",0,2.29487e-05,"s9_2","2b only"
"Acinetobacter",0,0.000167677,"s9_2","2b only"
"Actinomyces",0.0001582709713297,0.00242275,"s9_2","shared"
"Aggregatibacter",0.00893193556376792,0.008598315,"s9_2","shared"
"Allisonella",0.000948523243630746,0.001291886,"s9_2","shared"
"Alloprevotella",0.0394732212833661,0.010839273,"s9_2","shared"
"Anaeroglobus",0.000208388441668427,0.00055472,"s9_2","shared"
"Arachnia",0.00112423509463832,0.002482677,"s9_2","shared"
"Bacteroides",0,4.97944e-05,"s9_2","2b only"
"Bacteroides_D",0.000350621822489734,0.00056598,"s9_2","shared"
"Bergeyella_A",0.00153389529718708,0.001167987,"s9_2","shared"
"Brevibacillus",0,2.54385e-05,"s9_2","2b only"
"Brevundimonas",0,1.75363e-05,"s9_2","2b only"
"Bulleidia",0.000367561527464223,0.001280866,"s9_2","shared"
